id,nome,ingredientes,modo_preparo,tempo_preparo,dificuldade,categoria,deleted
338,Pudim com Cobertura,"farinha de trigo, sal, frango desfiado, chocolate em pó, fermento em pó, creme de leite, arroz, leite condensado",Incorpore a farinha aos poucos e misture bem. Adicione o leite e a manteiga derretida à mistura. Sirva quente com acompanhamento de sua preferência. Bata os ovos com o açúcar até formar um creme claro.,112,Difícil,Lanche,False
339,Pudim Cremoso,"batata, sal, cebola, manjericão, fermento em pó, tomate, creme de leite, ovos",Incorpore a farinha aos poucos e misture bem. Adicione o leite e a manteiga derretida à mistura. Deixe esfriar antes de desenformar e finalizar com o recheio.,31,Difícil,Sobremesa,False
340,Mousse Simples,"farinha de trigo, manjericão, alho, leite, carne moída, queijo muçarela",Despeje a massa em uma forma untada e enfarinhada. Refogue o alho e a cebola no azeite até dourarem. Leve ao forno pré-aquecido a 180°C por 30 minutos. Misture todos os ingredientes secos em uma tigela grande.,118,Fácil,Entrada,False
341,Pudim Cremoso,"manjericão, queijo muçarela, pimenta do reino, farinha de trigo, azeite, creme de leite",Leve ao forno pré-aquecido a 180°C por 30 minutos. Deixe esfriar antes de desenformar e finalizar com o recheio. Refogue o alho e a cebola no azeite até dourarem.,22,Difícil,Entrada,False
342,Mousse Rápida,"queijo muçarela, azeite, cebola, pimenta do reino, leite",Sirva quente com acompanhamento de sua preferência. Leve ao forno pré-aquecido a 180°C por 30 minutos. Misture todos os ingredientes secos em uma tigela grande. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Incorpore a farinha aos poucos e misture bem.,13,Média,Prato Principal,False
343,Sopa Especial,"queijo muçarela, frango desfiado, açúcar, azeite, cebola, pimenta do reino, feijão, leite condensado, ovos",Adicione o leite e a manteiga derretida à mistura. Despeje a massa em uma forma untada e enfarinhada. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Incorpore a farinha aos poucos e misture bem. Refogue o alho e a cebola no azeite até dourarem.,38,Média,Prato Principal,False
344,Peixe Especial,"sal, manteiga, açúcar, queijo muçarela, leite, ovos, azeite, creme de leite, carne moída",Incorpore a farinha aos poucos e misture bem. Leve ao forno pré-aquecido a 180°C por 30 minutos. Refogue o alho e a cebola no azeite até dourarem. Misture todos os ingredientes secos em uma tigela grande.,69,Difícil,Prato Principal,False
345,Salada de Chocolate,"feijão, manteiga, chocolate em pó, cebola, manjericão",Despeje a massa em uma forma untada e enfarinhada. Misture todos os ingredientes secos em uma tigela grande. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Deixe esfriar antes de desenformar e finalizar com o recheio. Adicione o leite e a manteiga derretida à mistura.,84,Média,Sobremesa,False
346,Sopa da Vovó,"manteiga, ovos, creme de leite, tomate, queijo muçarela, açúcar, cebola, leite condensado",Deixe esfriar antes de desenformar e finalizar com o recheio. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Adicione o leite e a manteiga derretida à mistura. Bata os ovos com o açúcar até formar um creme claro. Incorpore a farinha aos poucos e misture bem.,102,Média,Prato Principal,False
347,Feijoada na Manteiga,"leite condensado, carne moída, sal, pimenta do reino, leite, cebola, arroz, batata, fermento em pó, frango desfiado",Refogue o alho e a cebola no azeite até dourarem. Despeje a massa em uma forma untada e enfarinhada. Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro.,45,Fácil,Entrada,False
348,Torta com Cobertura,"arroz, batata, fermento em pó, manteiga, feijão",Adicione o leite e a manteiga derretida à mistura. Refogue o alho e a cebola no azeite até dourarem. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,82,Fácil,Sobremesa,False
349,Escondidinho da Vovó,"queijo muçarela, fermento em pó, leite, frango desfiado, ovos, creme de leite, manteiga, farinha de trigo, leite condensado, manjericão",Sirva quente com acompanhamento de sua preferência. Misture todos os ingredientes secos em uma tigela grande. Deixe esfriar antes de desenformar e finalizar com o recheio. Adicione o leite e a manteiga derretida à mistura.,26,Difícil,Entrada,False
350,Feijoada Especial,"ovos, pimenta do reino, alho, sal, batata, creme de leite, fermento em pó, manteiga, manjericão",Adicione o leite e a manteiga derretida à mistura. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Incorpore a farinha aos poucos e misture bem. Despeje a massa em uma forma untada e enfarinhada. Bata os ovos com o açúcar até formar um creme claro.,33,Média,Lanche,False
351,Pudim com Cobertura,"sal, açúcar, creme de leite, carne moída, ovos",Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Deixe esfriar antes de desenformar e finalizar com o recheio. Despeje a massa em uma forma untada e enfarinhada.,107,Média,Prato Principal,False
352,Escondidinho Especial,"queijo muçarela, leite, feijão, cebola, manteiga",Deixe esfriar antes de desenformar e finalizar com o recheio. Bata os ovos com o açúcar até formar um creme claro. Adicione o leite e a manteiga derretida à mistura.,19,Média,Prato Principal,False
353,Bolo com Cobertura,"azeite, carne moída, queijo muçarela, pimenta do reino, chocolate em pó, açúcar, leite, ovos, cebola",Bata os ovos com o açúcar até formar um creme claro. Adicione o leite e a manteiga derretida à mistura. Incorpore a farinha aos poucos e misture bem. Sirva quente com acompanhamento de sua preferência. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,90,Média,Sobremesa,False
354,Peixe Simples,"tomate, sal, açúcar, queijo muçarela, leite, arroz, fermento em pó, ovos",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Deixe esfriar antes de desenformar e finalizar com o recheio. Bata os ovos com o açúcar até formar um creme claro. Leve ao forno pré-aquecido a 180°C por 30 minutos.,33,Média,Prato Principal,False
355,Bolo com Cobertura,"cebola, azeite, leite condensado, leite, chocolate em pó, frango desfiado, fermento em pó, queijo muçarela, alho, açúcar",Misture todos os ingredientes secos em uma tigela grande. Sirva quente com acompanhamento de sua preferência. Despeje a massa em uma forma untada e enfarinhada.,24,Média,Sobremesa,False
356,Torta Simples,"leite condensado, queijo muçarela, chocolate em pó, frango desfiado, creme de leite, manteiga, pimenta do reino",Bata os ovos com o açúcar até formar um creme claro. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Adicione o leite e a manteiga derretida à mistura. Sirva quente com acompanhamento de sua preferência. Refogue o alho e a cebola no azeite até dourarem.,42,Difícil,Prato Principal,False
357,Pudim de Chocolate,"manteiga, feijão, pimenta do reino, farinha de trigo, cebola, fermento em pó, açúcar",Bata os ovos com o açúcar até formar um creme claro. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Sirva quente com acompanhamento de sua preferência.,82,Média,Entrada,False
358,Salada Rápida,"queijo muçarela, sal, frango desfiado, açúcar, pimenta do reino, creme de leite, chocolate em pó",Bata os ovos com o açúcar até formar um creme claro. Misture todos os ingredientes secos em uma tigela grande. Adicione o leite e a manteiga derretida à mistura. Incorpore a farinha aos poucos e misture bem. Refogue o alho e a cebola no azeite até dourarem.,73,Fácil,Entrada,False
359,Torta Cremoso,"feijão, farinha de trigo, chocolate em pó, sal, pimenta do reino, batata, manjericão, tomate, frango desfiado, açúcar",Incorpore a farinha aos poucos e misture bem. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Misture todos os ingredientes secos em uma tigela grande. Deixe esfriar antes de desenformar e finalizar com o recheio. Sirva quente com acompanhamento de sua preferência.,25,Difícil,Lanche,False
360,Sopa Cremoso,"cebola, queijo muçarela, feijão, arroz, azeite, farinha de trigo, creme de leite",Refogue o alho e a cebola no azeite até dourarem. Leve ao forno pré-aquecido a 180°C por 30 minutos. Incorpore a farinha aos poucos e misture bem.,101,Média,Entrada,False
361,Escondidinho na Manteiga,"tomate, feijão, farinha de trigo, manjericão, carne moída",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Sirva quente com acompanhamento de sua preferência. Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro. Leve ao forno pré-aquecido a 180°C por 30 minutos.,75,Fácil,Prato Principal,False
362,Escondidinho na Manteiga,"azeite, chocolate em pó, leite, manteiga, frango desfiado, carne moída, alho, sal, farinha de trigo",Sirva quente com acompanhamento de sua preferência. Misture todos os ingredientes secos em uma tigela grande. Leve ao forno pré-aquecido a 180°C por 30 minutos. Refogue o alho e a cebola no azeite até dourarem. Bata os ovos com o açúcar até formar um creme claro.,52,Difícil,Sobremesa,False
363,Peixe com Cobertura,"farinha de trigo, manjericão, chocolate em pó, pimenta do reino, carne moída, fermento em pó, cebola, arroz, tomate",Refogue o alho e a cebola no azeite até dourarem. Bata os ovos com o açúcar até formar um creme claro. Adicione o leite e a manteiga derretida à mistura. Sirva quente com acompanhamento de sua preferência.,72,Média,Prato Principal,False
364,Mousse Especial,"açúcar, carne moída, azeite, frango desfiado, arroz",Despeje a massa em uma forma untada e enfarinhada. Misture todos os ingredientes secos em uma tigela grande. Sirva quente com acompanhamento de sua preferência. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Refogue o alho e a cebola no azeite até dourarem.,51,Fácil,Lanche,False
365,Bolo Cremoso,"sal, creme de leite, farinha de trigo, alho, frango desfiado",Sirva quente com acompanhamento de sua preferência. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Refogue o alho e a cebola no azeite até dourarem. Incorpore a farinha aos poucos e misture bem.,51,Difícil,Entrada,False
366,Mousse da Vovó,"queijo muçarela, pimenta do reino, carne moída, frango desfiado, feijão, farinha de trigo, cebola, fermento em pó, tomate",Despeje a massa em uma forma untada e enfarinhada. Misture todos os ingredientes secos em uma tigela grande. Leve ao forno pré-aquecido a 180°C por 30 minutos. Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro.,74,Fácil,Prato Principal,False
367,Pudim Especial,"manjericão, fermento em pó, tomate, feijão, arroz, queijo muçarela, ovos, pimenta do reino, açúcar",Deixe esfriar antes de desenformar e finalizar com o recheio. Adicione o leite e a manteiga derretida à mistura. Leve ao forno pré-aquecido a 180°C por 30 minutos. Sirva quente com acompanhamento de sua preferência. Incorpore a farinha aos poucos e misture bem.,85,Média,Sobremesa,False
368,Escondidinho Rápida,"leite, feijão, arroz, alho, manjericão",Leve ao forno pré-aquecido a 180°C por 30 minutos. Misture todos os ingredientes secos em uma tigela grande. Adicione o leite e a manteiga derretida à mistura. Bata os ovos com o açúcar até formar um creme claro. Refogue o alho e a cebola no azeite até dourarem.,47,Média,Lanche,False
369,Mousse na Manteiga,"queijo muçarela, carne moída, farinha de trigo, sal, tomate, leite condensado, fermento em pó, ovos, arroz",Adicione o leite e a manteiga derretida à mistura. Misture todos os ingredientes secos em uma tigela grande. Deixe esfriar antes de desenformar e finalizar com o recheio. Incorpore a farinha aos poucos e misture bem.,18,Fácil,Prato Principal,False
370,Pudim com Cobertura,"batata, cebola, queijo muçarela, manjericão, carne moída",Adicione o leite e a manteiga derretida à mistura. Leve ao forno pré-aquecido a 180°C por 30 minutos. Sirva quente com acompanhamento de sua preferência. Despeje a massa em uma forma untada e enfarinhada.,14,Fácil,Lanche,False
371,Mousse Rápida,"fermento em pó, sal, azeite, creme de leite, batata",Refogue o alho e a cebola no azeite até dourarem. Misture todos os ingredientes secos em uma tigela grande. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Leve ao forno pré-aquecido a 180°C por 30 minutos. Deixe esfriar antes de desenformar e finalizar com o recheio.,20,Média,Lanche,False
372,Pudim com Cobertura,"queijo muçarela, leite, leite condensado, pimenta do reino, açúcar, azeite, batata",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Sirva quente com acompanhamento de sua preferência. Incorpore a farinha aos poucos e misture bem. Despeje a massa em uma forma untada e enfarinhada. Leve ao forno pré-aquecido a 180°C por 30 minutos.,95,Fácil,Prato Principal,False
373,Peixe Rápida,"manjericão, arroz, farinha de trigo, carne moída, azeite, cebola, chocolate em pó, queijo muçarela, leite",Adicione o leite e a manteiga derretida à mistura. Sirva quente com acompanhamento de sua preferência. Incorpore a farinha aos poucos e misture bem.,62,Difícil,Prato Principal,False
374,Frango na Manteiga,"leite condensado, tomate, farinha de trigo, feijão, manjericão, batata",Despeje a massa em uma forma untada e enfarinhada. Leve ao forno pré-aquecido a 180°C por 30 minutos. Incorpore a farinha aos poucos e misture bem.,23,Fácil,Lanche,False
375,Escondidinho na Manteiga,"cebola, azeite, pimenta do reino, batata, arroz, creme de leite, leite, manteiga",Incorpore a farinha aos poucos e misture bem. Leve ao forno pré-aquecido a 180°C por 30 minutos. Despeje a massa em uma forma untada e enfarinhada. Bata os ovos com o açúcar até formar um creme claro.,18,Fácil,Sobremesa,False
